amount,transactionAmountLevel,taxHavenRiskLevel,transactionType,isFraud
658.94,MEDIUM,NONE,DOMESTIC,0
304.86,LOW,NONE,DOMESTIC,0
20.03,LOW,NONE,INTERNATIONAL,0
441.17,LOW,NONE,DOMESTIC,0
100.88,LOW,NONE,DOMESTIC,0
1229.22,HIGH,NONE,INTERNATIONAL,0
94.29,LOW,HIGH,INTERNATIONAL,1
93.15,LOW,HIGH,INTERNATIONAL,0
456.76,LOW,NONE,DOMESTIC,0
616.2,MEDIUM,NONE,DOMESTIC,0
402.85,LOW,LOW,INTERNATIONAL,1
22.6,LOW,NONE,DOMESTIC,1
454.85,LOW,NONE,DOMESTIC,0
54.45,LOW,NONE,INTERNATIONAL,0
302.25,LOW,NONE,DOMESTIC,0
32.19,LOW,HIGH,INTERNATIONAL,1
401.88,LOW,NONE,DOMESTIC,0
74.05,LOW,NONE,INTERNATIONAL,0
38.94,LOW,NONE,DOMESTIC,0
576.68,MEDIUM,NONE,DOMESTIC,1
304.86,LOW,LOW,INTERNATIONAL,0
96.04,LOW,NONE,DOMESTIC,0
1560.43,HIGH,LOW,DOMESTIC,0
121.36,LOW,NONE,DOMESTIC,0
229.75,LOW,NONE,INTERNATIONAL,0
316.29,LOW,LOW,INTERNATIONAL,0
95.3,LOW,NONE,DOMESTIC,0
415.57,LOW,NONE,DOMESTIC,0
107.07,LOW,NONE,DOMESTIC,0
126.21,LOW,MEDIUM,INTERNATIONAL,0
1384.64,HIGH,NONE,INTERNATIONAL,0
53.99,LOW,NONE,INTERNATIONAL,0
8.47,LOW,NONE,DOMESTIC,0
1936.03,HIGH,NONE,DOMESTIC,0
6872.07,HIGH,NONE,INTERNATIONAL,0
127.3,LOW,NONE,INTERNATIONAL,0
16.1,LOW,NONE,DOMESTIC,0
144.67,LOW,NONE,DOMESTIC,0
149.49,LOW,NONE,DOMESTIC,0
170.24,LOW,NONE,DOMESTIC,0
48.94,LOW,NONE,DOMESTIC,0
481.08,LOW,NONE,DOMESTIC,0
446.62,LOW,NONE,DOMESTIC,0
29.26,LOW,NONE,INTERNATIONAL,1
565.41,MEDIUM,NONE,INTERNATIONAL,0
3514.85,HIGH,MEDIUM,INTERNATIONAL,0
277.49,LOW,NONE,DOMESTIC,0
139.52,LOW,NONE,DOMESTIC,0
181.62,LOW,NONE,DOMESTIC,0
504.83,MEDIUM,NONE,DOMESTIC,0
21.27,LOW,NONE,DOMESTIC,0
274.67,LOW,LOW,INTERNATIONAL,0
129.87,LOW,NONE,INTERNATIONAL,1
2665.62,HIGH,NONE,INTERNATIONAL,0
173.9,LOW,NONE,DOMESTIC,0
2090.75,HIGH,NONE,DOMESTIC,0
49.58,LOW,NONE,DOMESTIC,0
486.11,LOW,NONE,DOMESTIC,0
338.6,LOW,NONE,DOMESTIC,0
68.06,LOW,NONE,DOMESTIC,1
279.53,LOW,LOW,INTERNATIONAL,0
1130.63,HIGH,NONE,DOMESTIC,0
142.1,LOW,NONE,INTERNATIONAL,0
22.41,LOW,NONE,INTERNATIONAL,0
214.85,LOW,NONE,DOMESTIC,0
65.06,LOW,NONE,INTERNATIONAL,0
138.58,LOW,MEDIUM,DOMESTIC,0
197.06,LOW,MEDIUM,INTERNATIONAL,0
22.0,LOW,LOW,INTERNATIONAL,1
24.84,LOW,NONE,INTERNATIONAL,0
421.75,LOW,NONE,INTERNATIONAL,0
108.63,LOW,NONE,DOMESTIC,0
6.9,LOW,HIGH,INTERNATIONAL,1
634.71,MEDIUM,NONE,DOMESTIC,0
317.77,LOW,NONE,DOMESTIC,0
83.92,LOW,LOW,DOMESTIC,0
37.19,LOW,NONE,INTERNATIONAL,0
679.92,MEDIUM,NONE,DOMESTIC,0
352.57,LOW,NONE,DOMESTIC,0
5487.02,HIGH,NONE,INTERNATIONAL,0
387.95,LOW,LOW,DOMESTIC,0
371.31,LOW,NONE,DOMESTIC,0
175.61,LOW,NONE,DOMESTIC,0
662.67,MEDIUM,NONE,DOMESTIC,0
511.57,MEDIUM,NONE,INTERNATIONAL,0
1192.08,HIGH,NONE,DOMESTIC,1
108.84,LOW,NONE,DOMESTIC,0
122.22,LOW,NONE,INTERNATIONAL,0
115.22,LOW,NONE,DOMESTIC,0
639.83,MEDIUM,NONE,INTERNATIONAL,0
1663.09,HIGH,NONE,DOMESTIC,0
118.41,LOW,HIGH,INTERNATIONAL,0
123.99,LOW,NONE,DOMESTIC,0
336.17,LOW,NONE,DOMESTIC,0
157.88,LOW,NONE,DOMESTIC,0
795.44,MEDIUM,NONE,DOMESTIC,1
10.52,LOW,NONE,DOMESTIC,0
72.07,LOW,NONE,INTERNATIONAL,0
76.51,LOW,NONE,DOMESTIC,0
9.59,LOW,NONE,DOMESTIC,0
59.9,LOW,NONE,DOMESTIC,0
63.95,LOW,NONE,DOMESTIC,0
167.69,LOW,LOW,DOMESTIC,0
988.44,MEDIUM,NONE,INTERNATIONAL,0
158.03,LOW,NONE,INTERNATIONAL,0
54.71,LOW,NONE,DOMESTIC,0
203.72,LOW,NONE,DOMESTIC,0
906.88,MEDIUM,NONE,DOMESTIC,0
58.91,LOW,NONE,DOMESTIC,0
64.35,LOW,NONE,DOMESTIC,0
467.63,LOW,NONE,DOMESTIC,0
163.13,LOW,NONE,INTERNATIONAL,0
527.28,MEDIUM,NONE,DOMESTIC,0
215.98,LOW,NONE,DOMESTIC,0
567.29,MEDIUM,NONE,DOMESTIC,0
54.39,LOW,NONE,DOMESTIC,0
216.44,LOW,NONE,DOMESTIC,0
165.54,LOW,NONE,DOMESTIC,0
42.61,LOW,NONE,INTERNATIONAL,0
26.65,LOW,NONE,DOMESTIC,0
555.23,MEDIUM,NONE,DOMESTIC,1
136.98,LOW,NONE,DOMESTIC,0
55.34,LOW,NONE,DOMESTIC,0
193.21,LOW,NONE,DOMESTIC,0
1008.74,HIGH,NONE,DOMESTIC,0
10.12,LOW,NONE,DOMESTIC,0
29.17,LOW,NONE,DOMESTIC,0
63.29,LOW,MEDIUM,INTERNATIONAL,0
1581.64,HIGH,LOW,INTERNATIONAL,0
322.18,LOW,NONE,DOMESTIC,0
619.87,MEDIUM,NONE,DOMESTIC,1
47.2,LOW,NONE,INTERNATIONAL,1
48.53,LOW,NONE,INTERNATIONAL,0
402.69,LOW,NONE,INTERNATIONAL,0
238.01,LOW,NONE,DOMESTIC,0
461.47,LOW,NONE,DOMESTIC,0
170.76,LOW,NONE,DOMESTIC,1
320.26,LOW,NONE,INTERNATIONAL,0
272.35,LOW,NONE,DOMESTIC,0
628.67,MEDIUM,NONE,DOMESTIC,0
653.99,MEDIUM,NONE,DOMESTIC,0
24.7,LOW,NONE,DOMESTIC,1
10.59,LOW,NONE,DOMESTIC,0
850.64,MEDIUM,NONE,DOMESTIC,0
1093.41,HIGH,NONE,DOMESTIC,0
55.47,LOW,NONE,INTERNATIONAL,1
17.87,LOW,NONE,DOMESTIC,0
251.47,LOW,NONE,DOMESTIC,0
772.98,MEDIUM,NONE,INTERNATIONAL,0
2490.85,HIGH,NONE,DOMESTIC,0
441.7,LOW,NONE,DOMESTIC,0
133.19,LOW,MEDIUM,DOMESTIC,1
65.88,LOW,NONE,DOMESTIC,0
223.43,LOW,NONE,DOMESTIC,0
146.88,LOW,NONE,DOMESTIC,0
55.88,LOW,NONE,DOMESTIC,0
3496.26,HIGH,HIGH,DOMESTIC,0
2449.42,HIGH,NONE,DOMESTIC,0
1019.73,HIGH,NONE,DOMESTIC,1
63.46,LOW,NONE,DOMESTIC,1
697.78,MEDIUM,NONE,DOMESTIC,0
521.72,MEDIUM,NONE,DOMESTIC,0
399.84,LOW,NONE,DOMESTIC,0
1188.77,HIGH,NONE,DOMESTIC,0
518.73,MEDIUM,LOW,INTERNATIONAL,0
597.44,MEDIUM,MEDIUM,INTERNATIONAL,1
519.8,MEDIUM,NONE,DOMESTIC,0
348.52,LOW,NONE,DOMESTIC,0
19.8,LOW,NONE,DOMESTIC,0
246.29,LOW,NONE,DOMESTIC,0
103.83,LOW,NONE,INTERNATIONAL,1
39.09,LOW,NONE,DOMESTIC,0
2130.43,HIGH,NONE,INTERNATIONAL,0
2270.54,HIGH,NONE,DOMESTIC,0
1378.26,HIGH,NONE,DOMESTIC,0
310.49,LOW,NONE,INTERNATIONAL,0
1362.36,HIGH,NONE,DOMESTIC,0
223.61,LOW,HIGH,INTERNATIONAL,1
289.28,LOW,NONE,DOMESTIC,0
50.27,LOW,LOW,INTERNATIONAL,0
375.99,LOW,NONE,DOMESTIC,0
238.69,LOW,NONE,DOMESTIC,0
37.9,LOW,NONE,INTERNATIONAL,0
205.31,LOW,NONE,DOMESTIC,0
197.55,LOW,NONE,DOMESTIC,0
2490.74,HIGH,NONE,INTERNATIONAL,1
735.69,MEDIUM,NONE,DOMESTIC,0
223.43,LOW,NONE,INTERNATIONAL,0
307.81,LOW,NONE,DOMESTIC,0
233.53,LOW,NONE,DOMESTIC,0
167.28,LOW,NONE,DOMESTIC,0
51.03,LOW,NONE,DOMESTIC,0
179.42,LOW,LOW,INTERNATIONAL,1
80.35,LOW,NONE,DOMESTIC,0
40.68,LOW,NONE,DOMESTIC,0
438.68,LOW,NONE,DOMESTIC,0
373.1,LOW,NONE,DOMESTIC,0
19.72,LOW,LOW,DOMESTIC,0
186.42,LOW,NONE,INTERNATIONAL,0
843.72,MEDIUM,NONE,INTERNATIONAL,0
919.27,MEDIUM,LOW,INTERNATIONAL,0
878.76,MEDIUM,NONE,DOMESTIC,0
231.87,LOW,NONE,DOMESTIC,0
70.3,LOW,NONE,DOMESTIC,0
50.94,LOW,LOW,INTERNATIONAL,0
350.32,LOW,NONE,DOMESTIC,0
367.11,LOW,NONE,DOMESTIC,0
1250.78,HIGH,NONE,DOMESTIC,0
971.27,MEDIUM,NONE,INTERNATIONAL,0
184.03,LOW,MEDIUM,INTERNATIONAL,0
41.02,LOW,MEDIUM,INTERNATIONAL,0
143.0,LOW,NONE,DOMESTIC,0
294.97,LOW,NONE,INTERNATIONAL,0
167.47,LOW,NONE,DOMESTIC,0
100.83,LOW,NONE,DOMESTIC,0
309.52,LOW,NONE,DOMESTIC,0
111.42,LOW,NONE,DOMESTIC,0
94.23,LOW,NONE,DOMESTIC,0
334.99,LOW,NONE,DOMESTIC,0
127.86,LOW,NONE,DOMESTIC,0
305.87,LOW,NONE,DOMESTIC,0
318.13,LOW,MEDIUM,INTERNATIONAL,0
47.25,LOW,NONE,DOMESTIC,0
114.89,LOW,NONE,DOMESTIC,0
1532.46,HIGH,NONE,DOMESTIC,0
45.82,LOW,NONE,INTERNATIONAL,0
12.63,LOW,NONE,DOMESTIC,0
17.82,LOW,LOW,DOMESTIC,0
228.82,LOW,LOW,DOMESTIC,0
229.38,LOW,NONE,DOMESTIC,0
187.7,LOW,NONE,DOMESTIC,0
1133.18,HIGH,NONE,DOMESTIC,0
5.96,LOW,NONE,DOMESTIC,0
375.45,LOW,NONE,DOMESTIC,0
1810.88,HIGH,NONE,DOMESTIC,0
48.0,LOW,NONE,DOMESTIC,0
131.75,LOW,NONE,DOMESTIC,0
79.62,LOW,MEDIUM,DOMESTIC,0
65.78,LOW,LOW,DOMESTIC,0
141.62,LOW,NONE,DOMESTIC,0
1511.31,HIGH,NONE,DOMESTIC,0
2628.32,HIGH,MEDIUM,DOMESTIC,0
139.79,LOW,NONE,DOMESTIC,0
2879.75,HIGH,NONE,DOMESTIC,0
230.82,LOW,LOW,DOMESTIC,0
2347.51,HIGH,NONE,DOMESTIC,1
193.96,LOW,NONE,DOMESTIC,0
262.58,LOW,NONE,DOMESTIC,0
360.33,LOW,NONE,INTERNATIONAL,0
16075.96,HIGH,LOW,DOMESTIC,0
694.27,MEDIUM,NONE,DOMESTIC,0
84.68,LOW,NONE,INTERNATIONAL,0
813.85,MEDIUM,NONE,DOMESTIC,0
134.98,LOW,NONE,DOMESTIC,0
113.58,LOW,NONE,DOMESTIC,0
750.12,MEDIUM,NONE,INTERNATIONAL,0
229.43,LOW,NONE,INTERNATIONAL,0
320.44,LOW,NONE,DOMESTIC,0
224.19,LOW,NONE,INTERNATIONAL,0
346.55,LOW,NONE,DOMESTIC,0
390.46,LOW,NONE,DOMESTIC,0
16.1,LOW,NONE,DOMESTIC,1
541.04,MEDIUM,NONE,DOMESTIC,0
58.43,LOW,NONE,DOMESTIC,0
31.39,LOW,NONE,INTERNATIONAL,0
203.32,LOW,NONE,DOMESTIC,0
246.41,LOW,NONE,DOMESTIC,0
86.26,LOW,NONE,DOMESTIC,0
675.55,MEDIUM,NONE,DOMESTIC,0
35.93,LOW,HIGH,DOMESTIC,0
127.01,LOW,NONE,INTERNATIONAL,0
99.89,LOW,NONE,DOMESTIC,0
206.59,LOW,NONE,DOMESTIC,0
320.57,LOW,NONE,DOMESTIC,1
56.43,LOW,NONE,INTERNATIONAL,0
584.88,MEDIUM,NONE,INTERNATIONAL,0
239.53,LOW,NONE,DOMESTIC,0
17.11,LOW,NONE,DOMESTIC,0
15.64,LOW,NONE,DOMESTIC,0
216.37,LOW,LOW,INTERNATIONAL,0
163.26,LOW,NONE,INTERNATIONAL,0
191.33,LOW,MEDIUM,INTERNATIONAL,0
211.84,LOW,NONE,DOMESTIC,0
298.31,LOW,NONE,DOMESTIC,0
790.73,MEDIUM,NONE,DOMESTIC,0
49.09,LOW,LOW,DOMESTIC,0
45.22,LOW,NONE,DOMESTIC,0
50.28,LOW,NONE,DOMESTIC,0
324.95,LOW,NONE,DOMESTIC,0
1181.22,HIGH,NONE,INTERNATIONAL,0
122.89,LOW,NONE,INTERNATIONAL,0
7.51,LOW,MEDIUM,INTERNATIONAL,0
22.05,LOW,NONE,INTERNATIONAL,0
71.45,LOW,NONE,DOMESTIC,0
103.62,LOW,NONE,DOMESTIC,0
126.76,LOW,NONE,DOMESTIC,0
231.76,LOW,MEDIUM,DOMESTIC,0
144.43,LOW,NONE,DOMESTIC,0
907.08,MEDIUM,NONE,DOMESTIC,0
88.32,LOW,NONE,INTERNATIONAL,0
68.68,LOW,NONE,INTERNATIONAL,0
419.94,LOW,NONE,INTERNATIONAL,1
27.67,LOW,NONE,INTERNATIONAL,0
372.3,LOW,HIGH,INTERNATIONAL,1
252.67,LOW,LOW,DOMESTIC,1
180.29,LOW,LOW,INTERNATIONAL,0
1877.7,HIGH,NONE,INTERNATIONAL,1
94.98,LOW,LOW,INTERNATIONAL,1
3551.16,HIGH,NONE,DOMESTIC,0
162.28,LOW,NONE,DOMESTIC,1
39.24,LOW,NONE,INTERNATIONAL,0
241.78,LOW,NONE,DOMESTIC,0
51.45,LOW,NONE,DOMESTIC,0
79.74,LOW,NONE,DOMESTIC,0
376.01,LOW,HIGH,DOMESTIC,0
465.76,LOW,NONE,DOMESTIC,0
94.98,LOW,MEDIUM,INTERNATIONAL,0
834.33,MEDIUM,MEDIUM,INTERNATIONAL,1
1049.7,HIGH,NONE,INTERNATIONAL,0
1529.41,HIGH,NONE,DOMESTIC,0
449.59,LOW,NONE,DOMESTIC,0
1386.11,HIGH,NONE,DOMESTIC,0
17.37,LOW,LOW,DOMESTIC,1
143.23,LOW,NONE,DOMESTIC,0
68.25,LOW,LOW,INTERNATIONAL,0
258.42,LOW,NONE,INTERNATIONAL,0
101.71,LOW,NONE,DOMESTIC,0
175.79,LOW,NONE,DOMESTIC,0
2792.14,HIGH,NONE,DOMESTIC,0
174.95,LOW,NONE,DOMESTIC,0
384.62,LOW,NONE,DOMESTIC,0
160.78,LOW,NONE,DOMESTIC,0
243.68,LOW,NONE,DOMESTIC,0
221.79,LOW,NONE,DOMESTIC,0
402.97,LOW,MEDIUM,INTERNATIONAL,1
1060.81,HIGH,NONE,DOMESTIC,0
2033.69,HIGH,NONE,DOMESTIC,0
334.16,LOW,NONE,DOMESTIC,0
487.61,LOW,NONE,DOMESTIC,0
46.52,LOW,NONE,DOMESTIC,0
195.39,LOW,HIGH,INTERNATIONAL,1
782.91,MEDIUM,NONE,INTERNATIONAL,0
708.17,MEDIUM,NONE,DOMESTIC,0
292.74,LOW,NONE,DOMESTIC,0
727.97,MEDIUM,NONE,DOMESTIC,0
426.73,LOW,NONE,DOMESTIC,0
1112.14,HIGH,NONE,DOMESTIC,0
325.14,LOW,NONE,INTERNATIONAL,1
136.11,LOW,NONE,DOMESTIC,0
346.2,LOW,NONE,DOMESTIC,0
5.0,LOW,NONE,DOMESTIC,0
368.9,LOW,NONE,DOMESTIC,0
5.0,LOW,HIGH,INTERNATIONAL,0
21.48,LOW,NONE,DOMESTIC,0
404.85,LOW,NONE,DOMESTIC,0
419.18,LOW,NONE,DOMESTIC,0
45.8,LOW,HIGH,INTERNATIONAL,1
84.12,LOW,NONE,DOMESTIC,0
1399.48,HIGH,NONE,DOMESTIC,0
114.46,LOW,NONE,DOMESTIC,0
4544.03,HIGH,NONE,DOMESTIC,0
219.43,LOW,LOW,INTERNATIONAL,0
381.64,LOW,NONE,DOMESTIC,0
1951.61,HIGH,NONE,DOMESTIC,0
262.57,LOW,NONE,DOMESTIC,0
56.85,LOW,NONE,DOMESTIC,0
189.71,LOW,NONE,DOMESTIC,0
209.67,LOW,HIGH,INTERNATIONAL,0
34.86,LOW,NONE,DOMESTIC,0
155.75,LOW,NONE,DOMESTIC,0
80.78,LOW,NONE,DOMESTIC,0
766.25,MEDIUM,NONE,INTERNATIONAL,0
230.52,LOW,NONE,DOMESTIC,0
150.18,LOW,NONE,DOMESTIC,1
190.62,LOW,NONE,DOMESTIC,0
297.33,LOW,NONE,DOMESTIC,0
505.89,MEDIUM,NONE,INTERNATIONAL,1
57.06,LOW,NONE,DOMESTIC,0
53.92,LOW,NONE,DOMESTIC,0
977.45,MEDIUM,NONE,DOMESTIC,0
126.09,LOW,NONE,DOMESTIC,0
32.49,LOW,NONE,DOMESTIC,1
400.52,LOW,NONE,DOMESTIC,0
411.24,LOW,NONE,DOMESTIC,0
27.86,LOW,NONE,INTERNATIONAL,0
299.89,LOW,NONE,INTERNATIONAL,0
593.87,MEDIUM,NONE,DOMESTIC,0
364.69,LOW,NONE,INTERNATIONAL,0
516.36,MEDIUM,LOW,INTERNATIONAL,0
33.04,LOW,NONE,DOMESTIC,0
343.96,LOW,NONE,DOMESTIC,0
146.22,LOW,NONE,DOMESTIC,0
114.65,LOW,NONE,DOMESTIC,0
712.57,MEDIUM,NONE,DOMESTIC,0
1620.76,HIGH,NONE,DOMESTIC,0
2480.03,HIGH,NONE,INTERNATIONAL,1
1298.05,HIGH,NONE,DOMESTIC,0
189.71,LOW,NONE,INTERNATIONAL,0
354.18,LOW,NONE,DOMESTIC,0
619.45,MEDIUM,NONE,DOMESTIC,1
259.1,LOW,NONE,INTERNATIONAL,0
262.48,LOW,NONE,DOMESTIC,0
668.94,MEDIUM,NONE,DOMESTIC,0
203.08,LOW,NONE,DOMESTIC,0
82.19,LOW,NONE,DOMESTIC,0
125.72,LOW,NONE,DOMESTIC,0
517.71,MEDIUM,LOW,DOMESTIC,0
220.89,LOW,NONE,DOMESTIC,0
348.25,LOW,NONE,DOMESTIC,0
543.61,MEDIUM,NONE,DOMESTIC,0
132.63,LOW,NONE,DOMESTIC,0
610.67,MEDIUM,NONE,DOMESTIC,0
366.89,LOW,NONE,DOMESTIC,0
41.54,LOW,NONE,DOMESTIC,0
1541.85,HIGH,NONE,INTERNATIONAL,0
111.9,LOW,MEDIUM,DOMESTIC,0
23.55,LOW,NONE,DOMESTIC,0
53.67,LOW,NONE,DOMESTIC,0
55.44,LOW,MEDIUM,INTERNATIONAL,1
236.05,LOW,NONE,DOMESTIC,0
152.01,LOW,NONE,DOMESTIC,0
139.62,LOW,NONE,DOMESTIC,0
507.87,MEDIUM,NONE,DOMESTIC,0
348.09,LOW,NONE,DOMESTIC,0
337.07,LOW,NONE,DOMESTIC,0
382.56,LOW,NONE,DOMESTIC,1
505.43,MEDIUM,NONE,DOMESTIC,0
12.78,LOW,NONE,DOMESTIC,0
134.51,LOW,NONE,INTERNATIONAL,0
11.59,LOW,NONE,DOMESTIC,0
230.97,LOW,NONE,INTERNATIONAL,0
218.63,LOW,NONE,INTERNATIONAL,0
902.43,MEDIUM,NONE,INTERNATIONAL,0
1093.28,HIGH,NONE,INTERNATIONAL,0
289.27,LOW,NONE,DOMESTIC,0
111.96,LOW,NONE,DOMESTIC,0
423.52,LOW,NONE,DOMESTIC,0
107.87,LOW,NONE,DOMESTIC,0
219.59,LOW,NONE,DOMESTIC,0
832.9,MEDIUM,NONE,DOMESTIC,0
103.61,LOW,NONE,DOMESTIC,0
652.81,MEDIUM,NONE,INTERNATIONAL,1
549.01,MEDIUM,NONE,DOMESTIC,0
60.62,LOW,NONE,DOMESTIC,0
819.25,MEDIUM,NONE,DOMESTIC,0
564.92,MEDIUM,NONE,DOMESTIC,0
252.45,LOW,MEDIUM,INTERNATIONAL,0
78.61,LOW,NONE,DOMESTIC,0
68.97,LOW,NONE,DOMESTIC,0
106.46,LOW,NONE,DOMESTIC,0
457.66,LOW,NONE,DOMESTIC,0
60.55,LOW,NONE,DOMESTIC,0
397.13,LOW,NONE,INTERNATIONAL,0
41.15,LOW,NONE,DOMESTIC,0
167.02,LOW,NONE,DOMESTIC,0
255.1,LOW,LOW,DOMESTIC,0
5970.3,HIGH,NONE,DOMESTIC,1
34.27,LOW,NONE,INTERNATIONAL,0
1604.95,HIGH,NONE,DOMESTIC,0
269.32,LOW,NONE,DOMESTIC,0
383.26,LOW,NONE,DOMESTIC,0
258.11,LOW,NONE,DOMESTIC,0
401.02,LOW,NONE,DOMESTIC,0
178.78,LOW,NONE,DOMESTIC,0
1566.49,HIGH,NONE,INTERNATIONAL,0
118.79,LOW,NONE,DOMESTIC,0
1014.49,HIGH,NONE,DOMESTIC,0
92.18,LOW,NONE,INTERNATIONAL,0
202.81,LOW,LOW,DOMESTIC,0
51.75,LOW,NONE,DOMESTIC,0
406.63,LOW,NONE,DOMESTIC,0
1547.73,HIGH,NONE,DOMESTIC,0
198.18,LOW,NONE,INTERNATIONAL,0
168.65,LOW,NONE,DOMESTIC,0
48.86,LOW,NONE,DOMESTIC,1
161.43,LOW,NONE,DOMESTIC,0
25.62,LOW,NONE,DOMESTIC,0
64.15,LOW,NONE,DOMESTIC,0
298.8,LOW,NONE,INTERNATIONAL,0
1305.44,HIGH,NONE,DOMESTIC,0
9760.14,HIGH,NONE,DOMESTIC,0
99.66,LOW,NONE,INTERNATIONAL,0
1527.34,HIGH,NONE,DOMESTIC,0
305.73,LOW,NONE,DOMESTIC,0
179.37,LOW,NONE,DOMESTIC,0
394.5,LOW,NONE,DOMESTIC,0
239.18,LOW,NONE,DOMESTIC,0
255.36,LOW,NONE,DOMESTIC,0
126.77,LOW,NONE,DOMESTIC,0
33.32,LOW,NONE,DOMESTIC,0
27.38,LOW,NONE,DOMESTIC,0
531.4,MEDIUM,NONE,INTERNATIONAL,0
151.42,LOW,NONE,DOMESTIC,0
98.39,LOW,LOW,INTERNATIONAL,0
222.54,LOW,NONE,DOMESTIC,0
643.41,MEDIUM,NONE,DOMESTIC,0
280.65,LOW,NONE,DOMESTIC,0
90.74,LOW,NONE,DOMESTIC,0
1151.85,HIGH,NONE,DOMESTIC,0
1854.79,HIGH,NONE,DOMESTIC,0
428.92,LOW,NONE,DOMESTIC,0
818.99,MEDIUM,NONE,DOMESTIC,0
1176.47,HIGH,NONE,DOMESTIC,0
1011.57,HIGH,NONE,DOMESTIC,0
504.04,MEDIUM,NONE,DOMESTIC,0
493.44,LOW,NONE,DOMESTIC,0
443.71,LOW,NONE,DOMESTIC,0
50.01,LOW,NONE,DOMESTIC,0
566.57,MEDIUM,NONE,DOMESTIC,1
35.28,LOW,NONE,DOMESTIC,0
75.26,LOW,NONE,DOMESTIC,0
1278.5,HIGH,NONE,DOMESTIC,1
683.98,MEDIUM,NONE,INTERNATIONAL,0
1638.63,HIGH,HIGH,DOMESTIC,1
152.45,LOW,NONE,INTERNATIONAL,0
46.44,LOW,NONE,DOMESTIC,0
159.02,LOW,NONE,DOMESTIC,1
252.49,LOW,NONE,DOMESTIC,0
244.76,LOW,NONE,DOMESTIC,0
1016.48,HIGH,NONE,DOMESTIC,0
135.09,LOW,LOW,INTERNATIONAL,0
353.85,LOW,NONE,DOMESTIC,0
57.92,LOW,NONE,DOMESTIC,0
404.06,LOW,NONE,DOMESTIC,0
220.93,LOW,NONE,DOMESTIC,0
79.95,LOW,NONE,INTERNATIONAL,0
160.01,LOW,NONE,DOMESTIC,0
171.57,LOW,NONE,DOMESTIC,0
152.77,LOW,NONE,INTERNATIONAL,0
2404.12,HIGH,NONE,INTERNATIONAL,0
192.62,LOW,NONE,DOMESTIC,0
158.28,LOW,NONE,DOMESTIC,0
12.96,LOW,NONE,INTERNATIONAL,0
65.79,LOW,NONE,DOMESTIC,0
154.24,LOW,NONE,DOMESTIC,0
87.16,LOW,NONE,DOMESTIC,0
1420.74,HIGH,NONE,INTERNATIONAL,0
176.08,LOW,NONE,INTERNATIONAL,0
1252.66,HIGH,NONE,DOMESTIC,0
239.11,LOW,NONE,DOMESTIC,0
231.34,LOW,NONE,DOMESTIC,0
195.15,LOW,NONE,DOMESTIC,0
221.13,LOW,NONE,INTERNATIONAL,0
2239.48,HIGH,NONE,DOMESTIC,1
9.6,LOW,NONE,DOMESTIC,0
14.75,LOW,NONE,DOMESTIC,0
105.67,LOW,NONE,DOMESTIC,0
224.36,LOW,NONE,INTERNATIONAL,0
558.51,MEDIUM,NONE,DOMESTIC,0
416.67,LOW,NONE,INTERNATIONAL,0
130.96,LOW,NONE,DOMESTIC,0
870.73,MEDIUM,NONE,DOMESTIC,0
883.94,MEDIUM,NONE,DOMESTIC,1
282.06,LOW,NONE,DOMESTIC,1
806.91,MEDIUM,LOW,DOMESTIC,0
317.89,LOW,NONE,DOMESTIC,0
103.09,LOW,NONE,DOMESTIC,0
564.35,MEDIUM,NONE,INTERNATIONAL,0
255.43,LOW,NONE,DOMESTIC,0
220.4,LOW,NONE,DOMESTIC,0
1606.98,HIGH,NONE,INTERNATIONAL,0
8.04,LOW,NONE,DOMESTIC,0
32.45,LOW,NONE,INTERNATIONAL,1
44.3,LOW,NONE,DOMESTIC,0
134.72,LOW,NONE,DOMESTIC,0
156.01,LOW,NONE,DOMESTIC,0
28.75,LOW,MEDIUM,INTERNATIONAL,0
58.19,LOW,NONE,DOMESTIC,0
68.82,LOW,LOW,DOMESTIC,0
6070.22,HIGH,HIGH,INTERNATIONAL,1
2504.84,HIGH,NONE,DOMESTIC,0
126.19,LOW,NONE,INTERNATIONAL,0
134.66,LOW,NONE,DOMESTIC,0
46.63,LOW,NONE,INTERNATIONAL,0
16.74,LOW,NONE,INTERNATIONAL,0
187.89,LOW,NONE,INTERNATIONAL,0
57.2,LOW,NONE,DOMESTIC,0
196.19,LOW,MEDIUM,INTERNATIONAL,0
25.36,LOW,LOW,INTERNATIONAL,0
78.65,LOW,NONE,DOMESTIC,0
268.88,LOW,NONE,DOMESTIC,0
360.69,LOW,NONE,INTERNATIONAL,0
386.53,LOW,NONE,DOMESTIC,0
37.0,LOW,MEDIUM,DOMESTIC,0
697.47,MEDIUM,LOW,DOMESTIC,0
74.69,LOW,NONE,DOMESTIC,0
516.97,MEDIUM,LOW,INTERNATIONAL,1
216.86,LOW,NONE,DOMESTIC,0
34.31,LOW,NONE,DOMESTIC,0
143.56,LOW,MEDIUM,INTERNATIONAL,0
360.28,LOW,NONE,DOMESTIC,0
503.27,MEDIUM,NONE,DOMESTIC,1
181.87,LOW,NONE,DOMESTIC,0
1739.81,HIGH,NONE,INTERNATIONAL,0
857.28,MEDIUM,NONE,INTERNATIONAL,1
155.58,LOW,NONE,DOMESTIC,1
605.64,MEDIUM,NONE,DOMESTIC,0
2993.65,HIGH,NONE,DOMESTIC,1
